date_gregorian,year,month,day,weekday_id,saptawara,pancawara,triwara,wuku,sasih,penanggal_panglong,is_purnama,is_tilem,is_kajeng_kliwon,rerainan,hari_penting,source_id,source_url,verification_status,privacy_level,notes
2026-08-05,2026,8,5,Rabu,Buda,,,,,,False,False,False,Buda Wage Merakih,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=8&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-08-07,2026,8,7,Jumat,Sukra,,,,,,False,False,False,Hari Bhatara Sri,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=8&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-08-11,2026,8,11,Selasa,Anggara,,,,,,False,False,False,Anggar Kasih Tambir,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=8&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-08-11,2026,8,11,Selasa,Anggara,,,,,,False,False,True,Kajeng Keliwon Uwudan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=8&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-08-12,2026,8,12,Rabu,Buda,,,,Karo,Tilem,False,True,False,Tilem Karo,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=8&tahun=2026 | https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-08-18,2026,8,18,Selasa,Anggara,,,,,,False,False,False,Anggara Paing Medangkungan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=8&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-08-26,2026,8,26,Rabu,Buda,,,,,,False,False,False,Buda Keliwon Matal,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=8&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-08-26,2026,8,26,Rabu,Buda,,,,,,False,False,True,Kajeng Keliwon Enyitan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=8&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-08-27,2026,8,27,Kamis,Wraspati,,,,Ketiga,Purnama,True,False,False,Purnama Ketiga,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=8&tahun=2026 | https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-09-05,2026,9,5,Sabtu,Saniscara,,,,,,False,False,False,Tumpek Kandang,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=9&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-09-09,2026,9,9,Rabu,Buda,,,,,,False,False,False,Buda Wage Menail,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=9&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-09-10,2026,9,10,Kamis,Wraspati,,,,,,False,False,True,Kajeng Keliwon Uwudan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=9&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-09-11,2026,9,11,Jumat,Sukra,,,,,,False,False,False,Hari Bhatara Sri,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=9&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-09-11,2026,9,11,Jumat,Sukra,,,,Ketiga,Tilem,False,True,False,Tilem Ketiga,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=9&tahun=2026 | https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-09-25,2026,9,25,Jumat,Sukra,,,,,,False,False,True,Kajeng Keliwon Enyitan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=9&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-09-26,2026,9,26,Sabtu,Saniscara,,,,Kapat,Purnama,True,False,False,Purnama Kapat,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=9&tahun=2026 | https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-09-30,2026,9,30,Rabu,Buda,,,,,,False,False,False,Buda Keliwon Ugu,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=9&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-10-10,2026,10,10,Sabtu,Saniscara,,,,,,False,False,True,Kajeng Keliwon Uwudan,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-10-10,2026,10,10,Sabtu,Saniscara,,,,,,False,False,False,Tumpek Wayang,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-10-11,2026,10,11,Minggu,Redite,,,,Kapat,Tilem,False,True,False,Tilem Kapat,,SRC-001,https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-10-14,2026,10,14,Rabu,Buda,,,,,,False,False,False,Buda Wage Kulawu,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-10-16,2026,10,16,Jumat,Sukra,,,,,,False,False,False,Hari Bhatara Sri,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-10-20,2026,10,20,Selasa,Anggara,,,,,,False,False,False,Anggar Kasih Dukut,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-10-25,2026,10,25,Minggu,Redite,,,,,,False,False,True,Kajeng Keliwon Enyitan,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-10-25,2026,10,25,Minggu,Redite,,,,,,False,False,True,Kajeng Keliwon Pamelastali/Watugunung Runtuh,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-10-25,2026,10,25,Minggu,Redite,,,,Kelima,Purnama,True,False,False,Purnama Kelima,,SRC-001,https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-10-27,2026,10,27,Selasa,Anggara,,,,,,False,False,False,Paid-Paidan,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-11-01,2026,11,1,Minggu,Redite,,,,,,False,False,False,Banyu Pinaruh,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-11-02,2026,11,2,Senin,Soma,,,,,,False,False,False,Soma Ribek,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-11-03,2026,11,3,Selasa,Anggara,,,,,,False,False,False,Sabuh Mas,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-11-04,2026,11,4,Rabu,Buda,,,,,,False,False,False,Hari Raya Pagerwesi,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-11-09,2026,11,9,Senin,Soma,,,,,,False,False,True,Kajeng Keliwon Uwudan,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-11-09,2026,11,9,Senin,Soma,,,,Kelima,Tilem,False,True,False,Tilem Kelima,,SRC-001,https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-11-14,2026,11,14,Sabtu,Saniscara,,,,,,False,False,False,Tumpek Landep,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-11-18,2026,11,18,Rabu,Buda,,,,,,False,False,False,Buda Wage Ukir,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-11-20,2026,11,20,Jumat,Sukra,,,,,,False,False,False,Hari Bhatara Sri,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-11-24,2026,11,24,Selasa,Anggara,,,,,,False,False,False,Anggar Kasih Kulantir,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-11-24,2026,11,24,Selasa,Anggara,,,,,,False,False,True,Kajeng Keliwon Enyitan,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-11-24,2026,11,24,Selasa,Anggara,,,,Kenam,Purnama,True,False,False,Purnama Kenam,,SRC-001,https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-12-09,2026,12,9,Rabu,Buda,,,,,,False,False,False,Buda Keliwon Gumbreg,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=12&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-12-09,2026,12,9,Rabu,Buda,,,,Kenam,Tilem,False,True,False,Tilem Kenam,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=12&tahun=2026 | https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-12-19,2026,12,19,Sabtu,Saniscara,,,,,,False,False,False,Tumpek Uduh/Pengatag/Pengarah/Bubuh,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=12&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-12-21,2026,12,21,Senin,Soma,,,,,,False,False,False,Soma Paing Warigadean,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=12&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-12-23,2026,12,23,Rabu,Buda,,,,,,False,False,False,Buda Wage Warigadean,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=12&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-12-23,2026,12,23,Rabu,Buda,,,,Kepitu,Purnama,True,False,False,Purnama Kepitu,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=12&tahun=2026 | https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-12-24,2026,12,24,Kamis,Wraspati,,,,,,False,False,True,Kajeng Keliwon Uwudan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=12&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-12-25,2026,12,25,Jumat,Sukra,,,,,,False,False,False,Hari Bhatara Sri,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=12&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-12-29,2026,12,29,Selasa,Anggara,,,,,,False,False,False,Anggar Kasih Julungwangi,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=12&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
